From	From	p-acp	From	from	0
strengthen	strengthen	vvi	strengthen	strengthen	0
you	you	pn22	you	you	0
,	,	,	,	,	0
bless	bless	vvb	bless	bless	0
and	and	cc	and	and	0
preserve	preserve	vvi	preserve	preserve	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
End	End	vvb	End	end	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Days	Days	n2	Days	day	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
whose	whose	rg-crq	whose	who	0
dear	dear	j-jn	dear	dear	0
and	and	cc	and	and	0
tender	tender	j	tender	tender	0
Love	Love	n1	Love	love	0
we	we	pns12	we	we	0
remain	remain	vvb	remain	remain	0
—	—	—	—	—	0
These	These	d	These	these	0
Names	Names	n2	Names	name	0
are	are	vbr	are	be	0
since	since	a-acp	since	since	0
added	added	vvn	added	add	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Persons	Persons	n2	Persons	person	0
following	following	vvg	following	follow	0
:	:	:	:	:	1
