ALL	ALL	av-d	ALL	all	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
the	the	dt	the	the	0
beauty	beauty	n1	beauty	beauty	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
inanimate	inanimate	j	inanimate	inanimate	0
,	,	,	,	,	0
even	even	av	even	even	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
,	,	,	,	,	0
Moon	Moon	n1	Moon	moon	0
,	,	,	,	,	0
and	and	cc	and	and	0
Stars	Stars	n2	Stars	star	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
Gen.	Gen.	np1	Gen.	Gen.	1
37.8	37.8	crd	37.8	37.8	0
,	,	,	,	,	0
9.	9.	crd	9.	9	1
Ezek.	Ezek.	np1	Ezek.	Ezek.	0
28.13	28.13	crd	28.13	28.13	0
,	,	,	,	,	0
14.	14.	crd	14.	14.	1
He	He	pns31	He	he	0
hath	hath	vhz	hath	have	0
growth	growth	n1	growth	growth	0
as	as	p-acp	as	as	0
Plants	Plants	n2	Plants	plant	0
,	,	,	,	,	0
Genes	Genes	zz	Genes	genes	0
.	.	.	.	.	1
38.11	38.11	crd	38.11	38.11	0
.	.	.	.	.	1
&	&	cc	&	and	0
49.22	49.22	crd	49.22	49.22	0
.	.	.	.	.	1
Sense	Sense	n1	Sense	sense	0
and	and	cc	and	and	0
sensible	sensible	j	sensible	sensible	0
properties	properties	n2	properties	property	0
with	with	p-acp	with	with	0
easts	easts	n2	easts	east	0
,	,	,	,	,	0
2	2	crd	2	2	0
Sam.	Sam.	np1	Sam.	Sam	1
23.10	23.10	crd	23.10	23.10	0
.	.	.	.	.	1
Reason	Reason	n1	Reason	reason	0
and	and	cc	and	and	0
wisdome	wisdome	n1	wisdom	wisdom	0
with	with	p-acp	with	with	0
Angels	Angels	n2	Angels	angel	0
,	,	,	,	,	0
1	1	crd	1	1	0
Sam.	Sam.	np1	Sam.	Sam	1
14.20	14.20	crd	14.20	14.20	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
That	That	cst	That	that	0
God	God	np1	God	God	0
might	might	vmd	might	may	0
bring	bring	vvi	bring	bring	0
forth	forth	av	forth	forth	0
every	every	d	every	every	0
Creature	Creature	n1	Creature	creature	0
for	for	p-acp	for	for	0
Man's	Man's	ng1	Man's	man	0
use	use	n1	use	use	0
and	and	cc	and	and	0
refreshment	refreshment	n1	refreshment	refreshment	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
Man	Man	n1	Man	man	0
himself	himself	px31	himself	himself	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
Created	Created	vvn	Created	create	0
:	:	:	:	:	0
Zinch	Zinch	vvb	Zinch	zinch	0
.	.	.	.	.	0
de	de	fw-fr	de	de	0
operib	operib	n1	operib	operib	0
.	.	.	.	.	1
Dei	Dei	fw-la	Dei	dei	0
.	.	.	.	.	0
it	it	pn31	it	it	0
behoveth	behoveth	vvz	behooveth	behoove	0
,	,	,	,	,	0
that	that	cst	that	that	0
first	first	ord	first	first	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
House	House	n1	House	house	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
things	things	n2	things	thing	0
necessary	necessary	j	necessary	necessary	0
;	;	;	;	;	0
then	then	av	then	then	0
that	that	cst	that	that	0
an	an	dt	and	a	0
Inhabitant	Inhabitant	n1	Inhabitant	inhabitant	0
be	be	vbb	be	be	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
it	it	pn31	it	it	0
.	.	.	.	.	1
4.	4.	crd	4.	4.	0
ecause	ecause	n1	ecause	ecause	0
God	God	np1	God	God	0
would	would	vmd	would	will	0
communicate	communicate	vvi	communicate	communicate	0
himself	himself	px31	himself	himself	0
to	to	p-acp	to	to	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
quiesce	quiesce	vvi	quiesce	quiesce	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Vocabulum	Vocabulum	np1	Vocabulum	Vocabulum	0
Homo	Homo	fw-la	Homo	hominem	0
,	,	,	,	,	0
est	est	fw-la	est	est	0
duarum	duarum	fw-la	duarum	duarum	0
substan	substan	fw-mi	substan	substan	0
∣	∣	sy	∣	∣	0
tiarum	tiarum	fw-la	tiarum	tiarum	0
sibula	sibula	fw-la	sibula	sibula	0
.	.	.	.	.	1
Yertul	Yertul	np1	Yertul	Yertul	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
God	God	np1	God	God	0
created	created	vvd	created	create	0
Heaven	Heaven	n1	Heaven	heaven	0
&	&	cc	&	and	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
he	he	pns31	he	he	0
rested	rested	vvd	rested	rest	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
Heavenly	Heavenly	j	Heavenly	heavenly	0
thing	thing	n1	thing	thing	0
;	;	;	;	;	0
nei	nei	fw-la	nei	nei	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
Earthly	Earthly	j	Earthly	earthly	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
Man	Man	n1	Man	man	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
Hea	Hea	zz	Hea	hea	0
∣	∣	sy	∣	∣	0
venly	venly	j	venly	venly	0
thing	thing	n1	thing	thing	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
Soul	Soul	n1	Soul	soul	0
;	;	;	;	;	0
Earthly	Earthly	j	Earthly	earthly	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
body	body	n1	body	body	0
.	.	.	.	.	1
5.	5.	crd	5.	5.	1
If	If	cs	If	if	0
God	God	np1	God	God	0
had	had	vhd	had	have	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
made	made	j-vvn	made	make	0
Man	Man	n1	Man	man	0
before	before	p-acp	before	before	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Creatures	Creatures	n2	Creatures	creature	0
,	,	,	,	,	0
then	then	cs	then	than	0
Man	Man	n1	Man	man	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
had	had	vhn	had	have	0
some	some	d	some	some	0
colourable	colourable	j	colourable	colourable	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cuse	cuse	vvb	cuse	cuse	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
spent	spent	vvn	spent	spend	0
his	his	po31	his	his	0
time	time	n1	time	time	0
in	in	p-acp	in	in	0
idleness	idleness	n1	idleness	idleness	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
God	God	np1	God	God	0
created	created	vvd	created	create	0
Man	Man	n1	Man	man	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
made	made	vvn	made	make	0
his	his	po31	his	his	0
other	other	j-jn	other	other	0
reatures	reatures	n2	reatures	reature	0
,	,	,	,	,	0
that	that	cst	that	that	0
Man	Man	n1	Man	man	0
might	might	vmd	might	may	0
forth	forth	av	forth	forth	0
∣	∣	sy	∣	∣	0
with	with	p-acp	with	with	0
be	be	vbi	be	be	0
employed	employed	vvn	employed	employ	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
works	works	n2	works	work	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Creator	Creator	n1	Creator	creator	0
.	.	.	.	.	1
Zanchy	Zanchy	j	Zanchy	zanchy	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
tients	tients	n2-j	tients	tients	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
God	God	np1	God	God	0
crea	crea	vvb	crea	crea	0
∣	∣	sy	∣	∣	0
ted	ted	j	ted	ted	0
Adam	Adam	np1	Adam	Adam	0
,	,	,	,	,	0
hrist	hrist	n1	hrist	hrist	0
did	did	vdd	did	do	0
then	then	av	then	then	0
assume	assume	vvi	assume	assume	0
an	an	dt	and	a	0
hu	hu	uh	hu	hu	0
∣	∣	sy	∣	∣	0
mane	mane	n1	mane	mane	0
body	body	n1	body	body	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
Adam's	Adam's	npg1	Adam's	Adam	0
body	body	n1	body	body	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
pattern	pattern	n1	pattern	pattern	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
.	.	.	.	.	1
Munster	Munster	np1	Munster	Munster	0
doth	doth	vdz	does	do	0
well	well	av	well	well	0
observe	observe	vvi	observe	observe	0
on	on	p-acp	on	on	0
Genes	Genes	np1	Genes	Genes	0
.	.	.	.	.	1
2.7	2.7	crd	2.7	2.7	0
.	.	.	.	.	0
that	that	cst	that	that	0
the	the	dt	the	the	0
word	word	n1	word	word	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Original	Original	j-jn	Original	original	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
signifieth	signifieth	vvz	signifies	signify	0
[	[	[	[	[	0
formed	formed	vvn	formed	form	0
]	]	]	]	]	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
double	double	j-jn	double	double	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
he	he	pns31	he	he	0
formed	formed	vvd	formed	form	0
the	the	dt	the	the	0
Beasts	Beasts	n2	Beasts	beast	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
written	written	vvn	written	write	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
single	single	j	single	single	0
;	;	;	;	;	0
noting	noting	vvg	noting	note	0
out	out	av	out	out	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
Man	Man	n1	Man	man	0
was	was	vbds	was	be	0
partly	partly	av	partly	partly	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
dust	dust	n1	dust	dust	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
body	body	n1	body	body	0
,	,	,	,	,	0
partly	partly	av	partly	partly	0
from	from	p-acp	from	from	0
Heaven	Heaven	n1	Heaven	heaven	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Soul	Soul	n1	Soul	soul	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Beasts	Beasts	n2	Beasts	beast	0
were	were	vbdr	were	be	0
only	only	av-j	only	only	0
created	created	vvn	created	create	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
dust	dust	n1	dust	dust	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
.	.	.	.	.	1
The	The	dt	The	the	0
Antients	Antients	n2-j	Ancients	ancient	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
fabrick	fabrick	n1	fabric	fabric	0
of	of	pp-f	of	of	0
Man's	Man's	ng1	Man's	man	0
body	body	n1	body	body	0
,	,	,	,	,	0
Librum	Librum	fw-la	Librum	librum	0
Dei	Dei	fw-la	Dei	dei	0
,	,	,	,	,	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
much	much	d	much	much	0
knowledge	knowledge	n1	knowledge	knowledge	0
is	is	vbz	is	be	0
taught	taught	vvn	taught	teach	0
to	to	p-acp	to	to	0
Man	Man	n1	Man	man	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Man.	Man.	n1	Man.	man	1
And	And	cc	And	and	0
Man's	Man's	ng1	Man's	man	0
being	being	n1	being	being	0
created	created	vvn	created	create	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
Image	Image	n1	Image	image	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
remembrance	remembrance	n1	remembrance	remembrance	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
continually	continually	av-j	continually	continual	0
work	work	vvi	work	work	0
after	after	p-acp	after	after	0
that	that	d	that	that	0
Original	Original	j-jn	Original	original	0
Copy	Copy	n1	Copy	copy	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
gave	gave	vvd	gave	give	0
him	him	pno31	him	he	0
from	from	p-acp	from	from	0
Heaven	Heaven	n1	Heaven	heaven	0
.	.	.	.	.	1
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
discourse	discourse	vvi	discourse	discourse	0
no	no	av-dx	no	no	0
farther	farther	av-jc	farther	far	0
upon	upon	p-acp	upon	upon	0
these	these	d	these	these	0
things	things	n2	things	thing	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
this	this	d	this	this	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Treatise	Treatise	n1	Treatise	treatise	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Reve	Reve	np1	Reve	Reve	0
∣	∣	sy	∣	∣	0
rend	rend	vvb	rend	rend	0
Author	Author	n1	Author	author	0
will	will	vmb	will	will	0
furnish	furnish	vvi	furnish	furnish	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
variety	variety	n1	variety	variety	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
excellent	excellent	j	excellent	excellent	0
Meditations	Meditations	n2	Meditations	meditation	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
Story	Story	n1	Story	story	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Creation	Creation	n1	Creation	creation	0
.	.	.	.	.	1
Much	Much	av-d	Much	much	0
honoured	honoured	vvn	honoured	honour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
!	!	!	!	!	1
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
here	here	av	here	here	0
present	present	vvi	present	present	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
together	together	av	together	together	0
new	new	j	new	new	0
:	:	:	:	:	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
among	among	p-acp	among	among	0
Men	Men	n2	Men	man	0
the	the	dt	the	the	0
newness	newness	n1	newness	newness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
doth	doth	vdz	does	do	0
chiefly	chiefly	av-jn	chiefly	chief	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mend	mend	vvb	mend	mend	0
the	the	pno32	thee	they	0
Books	Books	n2	Books	book	0
;	;	;	;	;	0
being	being	vbg	being	be	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
Indian	Indian	jp	Indian	indian	0
Elephants	Elephants	n2	Elephants	elephant	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
first	first	ord	first	first	0
sight	sight	n1	sighed	sight	0
in	in	p-acp	in	in	0
Asia	Asia	np1	Asia	Asia	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
admired	admired	vvn	admired	admire	0
,	,	,	,	,	0
that	that	cst	that	that	0
Antiochus	Antiochus	np1	Antiochus	Antiochus	0
having	having	vhg	having	have	0
but	but	p-acp	but	but	0
two	two	crd	two	two	0
,	,	,	,	,	0
named	named	vvd	nam	name	0
the	the	dt	the	the	0
one	one	crd	one	one	0
Ajax	Ajax	np1	Ajax	Ajax	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
Patroclus	Patroclus	np1	Patroclus	Patroclus	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
afterwards	afterwards	av	afterwards	afterward	0
grow	grow	vvi	grow	grow	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
common	common	j	common	common	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
Consuls	Consuls	ng1	Consuls	consul	0
Tryumph	Tryumph	n1	Triumph	triumph	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
called	called	vvn	called	call	0
in	in	p-acp	in	in	0
contempt	contempt	n1	contempt	contempt	0
Lucanian	Lucanian	jp	Lucanian	lucanian	0
Oxen	Oxen	n2	Oxen	ox	0
:	:	:	:	:	0
So	So	av	So	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
with	with	p-acp	with	with	0
Books	Books	n2	Books	book	0
;	;	;	;	;	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
now	now	av	now	now	0
little	little	j	little	little	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
garded	garded	vvn	guarded	guard	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
commonness	commonness	n1	commonness	commonness	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
I	I	pns11	I	i	0
confess	confess	vvb	confess	confess	0
,	,	,	,	,	0
many	many	d	many	many	0
Books	Books	n2	Books	book	0
now	now	av	now	now	0
adays	adays	av	adais	adays	0
are	are	vbr	are	be	0
like	like	av-j	like	like	0
Mythridate's	Mythridate's	npg1	Mythridate's	mythridate	0
Sword	Sword	n1	Sword	sword	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Scabbard	Scabbard	n1	Scabbard	scabbard	0
was	was	vbds	was	be	0
more	more	av-dc	more	more	0
costly	costly	j	costly	costly	0
than	than	cs	than	than	0
the	the	dt	the	the	0
Blade	Blade	n1	Blade	blade	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
their	their	po32	their	their	0
swelling	swelling	j-vvg	swelling	swell	0
Titles	Titles	n2	Titles	title	0
do	do	vdb	do	do	0
make	make	vvi	make	make	0
more	more	dc	more	more	0
shew	shew	n1	show	show	0
than	than	cs	than	than	0
all	all	d	all	all	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
affordeth	affordeth	vvz	affords	afford	0
subtance	subtance	n1	subtance	subtance	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
fixing	fixing	vvg	fixing	fix	0
great	great	j	great	great	0
Titles	Titles	n2	Titles	title	0
to	to	p-acp	to	to	0
babling	babling	j-vvg	babbling	babble	0
Books	Books	n2	Books	book	0
,	,	,	,	,	0
Men	Men	n2	Men	man	0
do	do	vdb	do	do	0
but	but	p-acp	but	but	0
deceive	deceive	vvi	deceive	deceive	0
the	the	dt	the	the	0
buyer	buyer	n1	buyer	buyer	0
;	;	;	;	;	0
like	like	av-j	like	like	0
unto	unto	p-acp	unto	unto	0
some	some	d	some	some	0
Vintners	Vintners	n2	Vintners	vintner	0
that	that	cst	that	that	0
hang	hang	vvb	hang	hang	0
out	out	av	out	out	0
new	new	j	new	new	0
Ioybushes	Ioybushes	n2	Ioybushes	ioybush	0
,	,	,	,	,	0
Senec.	Senec.	np1	Senec.	Senec.	0
ad	ad	cc	and	and	0
Lu	Lu	np1	Lu	Lu.	0
∣	∣	sy	∣	∣	0
cil	cil	n1	cil	cil	0
.	.	.	.	.	1
Epist.	Epist.	np1	Epist.	Epist.	0
33.	33.	crd	33.	33.	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
nothing	nothing	pix	nothing	nothing	0
within	within	p-acp	within	within	0
but	but	p-acp	but	but	0
old	old	j	old	old	0
musly	musly	av-j	musly	mus	0
Wine	Wine	n1	Wine	wine	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Seneca	Seneca	np1	Seneca	Seneca	0
speaketh	speaketh	vvz	speaks	speak	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
stance	stance	n1	stance	stance	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
doth	doth	vdz	does	do	0
correspond	correspond	vvi	correspond	correspond	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Title	Title	n1	Title	title	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
stuffed	stuffed	vvn	stuffed	stuff	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
choice	choice	j	choice	choice	0
notions	notions	n2	notions	notion	0
,	,	,	,	,	0
both	both	d	both	both	0
na	na	fw-mi	na	na	0
∣	∣	sy	∣	∣	0
tural	tural	j	tural	tural	0
and	and	cc	and	and	0
allegorical	allegorical	j	allegorical	allegorical	0
,	,	,	,	,	0
God	God	np1	God	God	0
never	never	av-x	never	never	0
made	made	vvd	made	make	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
Phylosophers	Phylosophers	n2	Philosophers	philosopher	0
Would	Would	vmd	Would	will	0
have	have	vhi	have	have	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
every	every	d	every	every	0
thing	thing	n1	thing	thing	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
double	double	j-jn	double	double	0
use	use	n1	use	use	0
;	;	;	;	;	0
one	one	crd	one	one	0
natual	natual	j	natual	natual	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
spiitual	spiitual	j	spiitual	spiitual	0
.	.	.	.	.	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
practical	practical	j	practical	practical	0
and	and	cc	and	and	0
usefull	usefull	j	useful	useful	0
inferences	inferences	n2	inferences	inference	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
also	also	av	also	also	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
pleasant	pleasant	j	pleasant	pleasant	0
style	style	n1	style	style	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
delightfull	delightfull	j	delightful	delightful	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
pious	pious	j	pious	pious	0
and	and	cc	and	and	0
ingenious	ingenious	j	ingenious	ingenious	0
Rea	Rea	np1	Rea	Rea	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
.	.	.	.	.	1
Good	Good	j	Good	good	0
words	words	n2	words	word	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
garment	garment	n1	garment	garment	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
although	although	cs	although	although	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
so	so	av	so	so	0
glorious	glorious	j	glorious	glorious	0
within	within	p-acp	within	within	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
needeth	needeth	vvz	needs	need	0
no	no	dx	no	no	0
outward	outward	j	outward	outward	0
decking	decking	vvg	decking	deck	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
if	if	cs	if	if	0
she	she	pns31	she	she	0
doth	doth	vdz	does	do	0
appear	appear	vvi	appear	appear	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Rayment	Rayment	n1	Raiment	raiment	0
of	of	pp-f	of	of	0
Needle	Needle	n1	Needle	needle	0
∣	∣	sy	∣	∣	0
work	work	n1	work	work	0
,	,	,	,	,	0
'tis	'tis	pn31|vbz	it's	it|be	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
excellent	excellent	j	excellent	excellent	0
come	come	vvb	come	come	0
∣	∣	sy	∣	∣	0
liness	liness	n1	liness	liness	0
,	,	,	,	,	0
not	not	xx	not	not	0
gaud	gaud	n1	gaud	gaud	0
gayness	gayness	n1	gayness	gayness	0
.	.	.	.	.	1
The	The	dt	The	the	0
worthy	worthy	j	worthy	worthy	0
Author	Author	n1	Author	author	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
dealeth	dealeth	vvz	deals	deal	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
like	like	vvb	like	like	0
Nurses	Nurses	n2	Nurse's	nurse	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
feed	feed	vvb	feed	feed	0
their	their	po32	their	their	0
Babes	Babes	n2	Babes	babe	0
with	with	p-acp	with	with	0
milk	milk	n1	milk	milk	0
firt	firt	ord	firt	first	0
concocted	concocted	vvn	concocted	concoct	0
within	within	p-acp	within	within	0
them	them	pno32	them	they	0
.	.	.	.	.	1
That	That	cst	That	that	0
voice	voice	n1	voice	voice	0
that	that	cst	that	that	0
August	August	np1	August	August	0
.	.	.	.	.	0
heard	heard	vvn	herd	hear	0
from	from	p-acp	from	from	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
humble	humble	j	humble	humble	0
advice	advice	n1	advice	advice	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
olle	olle	fw-la	olle	olle	0
et	et	fw-la	et	et	0
lege	lege	fw-la	lege	lege	0
,	,	,	,	,	0
tolle	tolle	fw-la	tolle	tolle	0
et	et	fw-la	et	et	0
lege	lege	fw-la	lege	lege	0
.	.	.	.	.	1
Take	Take	vvb	Take	take	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
read	read	vvi	read	read	0
,	,	,	,	,	0
take	take	vvb	take	take	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
Read	Read	vvi	Read	read	0
.	.	.	.	.	1
So	So	av	So	so	0
say	say	vvb	say	say	0
I	I	pns11	I	i	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Take	Take	vvb	Take	take	0
